id	text	labels	labels_phrases	original_text
962	So einen Käsekuchen habe ich noch nie gegessen.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""käsekuchen"")']"	I have never had cheescake like this.
963	Ich dachte, ich sei gestorben und in den Himmel gekommen.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""NULL"")']"	I thought I had died and gone to heaven.
964	Toller Ort für ein paar Drinks oder ein ruhiges Abendessen.	['(RESTAURANT#GENERAL, POSITIVE)', '(RESTAURANT#MISCELLANEOUS, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""Punkt"")', '(RESTAURANT#MISCELLANEOUS, POSITIVE, ""Punkt"")']"	Great spot, whether looking for a couple of drinks or quiet dinner.
965	Im Winter ist es warm und freundlich, in den wärmeren Monaten gibt es tolle Plätze im Freien.	['(AMBIENCE#GENERAL, POSITIVE)', '(AMBIENCE#GENERAL, POSITIVE)']	"['(AMBIENCE#GENERAL, POSITIVE, ""NULL"")', '(AMBIENCE#GENERAL, POSITIVE, ""Außenbestuhlung"")']"	Warm and friendly in the winter and terrific outdoor seating in the warmer months.
966	Das Essen ist großartig und es gibt eine gute Auswahl an Weinen zu vernünftigen Preisen.	['(FOOD#QUALITY, POSITIVE)', '(DRINKS#STYLE_OPTIONS, POSITIVE)', '(DRINKS#PRICES, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Lebensmittel"")', '(DRINKS#STYLE_OPTIONS, POSITIVE, ""Auswahl der Weine"")', '(DRINKS#PRICES, POSITIVE, ""Auswahl der Weine"")']"	The food is great and they have a good selecion of wines at reasonable prices.
967	Ich war schon mehrere Male dort und es enttäuscht mich nie.	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""NULL"")']"	Have been several times and it never dissapoints.
968	Wir waren nicht sehr beeindruckt.	['(RESTAURANT#GENERAL, NEGATIVE)']	"['(RESTAURANT#GENERAL, NEGATIVE, ""NULL"")']"	We were less than impressed.
969	Während das Ambiente und die Atmosphäre großartig waren, hätten das Essen und der Service viel besser sein können.	['(AMBIENCE#GENERAL, POSITIVE)', '(AMBIENCE#GENERAL, POSITIVE)', '(FOOD#QUALITY, NEGATIVE)', '(SERVICE#GENERAL, NEGATIVE)']	"['(AMBIENCE#GENERAL, POSITIVE, ""Ambiente"")', '(AMBIENCE#GENERAL, POSITIVE, ""Atmosphäre"")', '(FOOD#QUALITY, NEGATIVE, ""Lebensmittel"")', '(SERVICE#GENERAL, NEGATIVE, ""Dienstleistung"")']"	While the ambiance and atmosphere were great, the food and service could have been a lot better.
970	Wir bestellten den Hühnerauflauf, aber wir bekamen nur ein paar kleine Hühnerstücke, alles dunkles Fleisch und am Knochen.	['(FOOD#QUALITY, NEGATIVE)', '(FOOD#STYLE_OPTIONS, NEGATIVE)']	"['(FOOD#QUALITY, NEGATIVE, ""Hühnerkasserolle"")', '(FOOD#STYLE_OPTIONS, NEGATIVE, ""Hühnerkasserolle"")']"	We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.
971	Wahrscheinlich würde ich nicht wieder hingehen...	['(RESTAURANT#GENERAL, NEGATIVE)']	"['(RESTAURANT#GENERAL, NEGATIVE, ""NULL"")']"	Probably would not go again...
972	Ich war zweimal im Sapphire und beide Male war das Essen in Ordnung, wenn auch nicht gut.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Lebensmittel"")']"	i've been to sapphire twice and both times the food was fine, if not good.
973	Bleiben Sie bei den Hühner-, Rind- und Lammfleischgerichten.	['(FOOD#QUALITY, POSITIVE)', '(FOOD#QUALITY, POSITIVE)', '(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Huhn"")', '(FOOD#QUALITY, POSITIVE, ""Rindfleisch"")', '(FOOD#QUALITY, POSITIVE, ""Lammfleischgerichte"")']"	stick with the chicken, beef, and lamb dishes.
974	Die Bedienung ist freundlich, und es war nie ein Problem, einen Tisch zu bekommen.	['(SERVICE#GENERAL, POSITIVE)', '(RESTAURANT#MISCELLANEOUS, POSITIVE)']	"['(SERVICE#GENERAL, POSITIVE, ""Dienstleistung"")', '(RESTAURANT#MISCELLANEOUS, POSITIVE, ""NULL"")']"	service is friendly, and never had a problem walking in and getting a table.
975	Dessert auslassen.	['(FOOD#QUALITY, NEGATIVE)']	"['(FOOD#QUALITY, NEGATIVE, ""Nachspeise"")']"	skip dessert.
976	Das beste Reuben-Sandwich aller Zeiten!	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Reuben-Sandwich"")']"	Best Reuben sandwich ever!
977	Ein Klassiker!	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""NULL"")']"	A classic!
978	Verpassen Sie bei Ihrem nächsten Besuch in Manhatten nicht das Bloom's.	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""Bloom\'s"")']"	Don't miss Bloom's on your next trip to Manhatten.
979	Es war der erste Ort, an dem wir auf unserer ersten Reise nach New York gegessen haben, und es wird der letzte Ort sein, an dem wir auf unserer nächsten Reise nach New York anhalten werden.	['(RESTAURANT#MISCELLANEOUS, POSITIVE)']	"['(RESTAURANT#MISCELLANEOUS, POSITIVE, ""Ort"")']"	It was the first place we ate on our first trip to New York, and it will be the last place we stop as we head out of town on our next trip to New York.
980	Danke Bloom's für eine schöne Reise.	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""Bloom\'s"")']"	Thanks Bloom's for a lovely trip.
981	Das Essen war nicht frisch, die Soßen waren fade und sehr ölig.	['(FOOD#QUALITY, NEGATIVE)', '(FOOD#QUALITY, NEGATIVE)']	"['(FOOD#QUALITY, NEGATIVE, ""Lebensmittel"")', '(FOOD#QUALITY, NEGATIVE, ""Soßen"")']"	The food was not fresh, the sauces were bland and very oily.
982	Es war einfach nicht thailändisch.	['(FOOD#QUALITY, NEGATIVE)']	"['(FOOD#QUALITY, NEGATIVE, ""NULL"")']"	It just wasn't Thai.
983	Ich war überraschend enttäuscht.	['(FOOD#QUALITY, NEGATIVE)']	"['(FOOD#QUALITY, NEGATIVE, ""NULL"")']"	Was surprisingly disappointed.
984	Die Pizza war ein bisschen matschig.	['(FOOD#QUALITY, NEGATIVE)']	"['(FOOD#QUALITY, NEGATIVE, ""Pizza"")']"	Pizza was a little soggy.
985	Die Ravioli waren gut...aber ich muss sagen, dass ich alles ein bisschen überteuert fand.	['(FOOD#QUALITY, POSITIVE)', '(FOOD#PRICES, NEGATIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Ravioli"")', '(FOOD#PRICES, NEGATIVE, ""NULL"")']"	Ravioli was good...but I have to say that I found everything a bit overpriced.
986	Es gibt auch nicht genügend Weine im Glas.	['(DRINKS#STYLE_OPTIONS, NEGATIVE)']	"['(DRINKS#STYLE_OPTIONS, NEGATIVE, ""Weine im Glas"")']"	Not enough wines by the glass either.
987	Der Service war jedoch ausgezeichnet... und ich mochte die Umgebung/Atmosphäre sehr.	['(SERVICE#GENERAL, POSITIVE)', '(AMBIENCE#GENERAL, POSITIVE)']	"['(SERVICE#GENERAL, POSITIVE, ""Dienst"")', '(AMBIENCE#GENERAL, POSITIVE, ""Umgebung/Atmosphäre"")']"	Service, however, was excellent...and I liked the setting/atmosphere a lot. 
988	Das Essen war nur durchschnittlich... wenn sie die Preise nur ein bisschen senken würden, wäre es eine größere Attraktion.	['(FOOD#QUALITY, NEUTRAL)', '(FOOD#PRICES, NEGATIVE)']	"['(FOOD#QUALITY, NEUTRAL, ""Lebensmittel"")', '(FOOD#PRICES, NEGATIVE, ""Lebensmittel"")']"	Food was just average...if they lowered the prices just a bit, it would be a bigger draw.
989	Dieser Ort ist ein echtes Schnäppchen.	['(RESTAURANT#PRICES, POSITIVE)']	"['(RESTAURANT#PRICES, POSITIVE, ""Ort"")']"	This place is a great bargain.
990	Authentisches pakistanisches Essen.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""pakistanisches Essen"")']"	Authentic Pakistani food.
991	Die Menschen sind immer freundlich.	['(SERVICE#GENERAL, POSITIVE)']	"['(SERVICE#GENERAL, POSITIVE, ""Menschen"")']"	People are always friendly.
992	Verschwenden Sie kein Geld für Dekoration.	['(AMBIENCE#GENERAL, NEUTRAL)']	"['(AMBIENCE#GENERAL, NEUTRAL, ""Dekor"")']"	Don't waste money on decor.
993	Einfach nur billiges, gutes Essen.	['(FOOD#QUALITY, POSITIVE)', '(FOOD#PRICES, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Lebensmittel"")', '(FOOD#PRICES, POSITIVE, ""Lebensmittel"")']"	Just straight up cheap, good food.
994	Faan ist sooo gut.	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""Faan"")']"	Faan is sooo good.
995	Das beste Pad Thai, das ich je gegessen habe.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""pad thai"")']"	The best pad thai i've ever had.
996	Das Design und die Atmosphäre sind ebenso gut.	['(AMBIENCE#GENERAL, POSITIVE)', '(AMBIENCE#GENERAL, POSITIVE)']	"['(AMBIENCE#GENERAL, POSITIVE, ""Entwurf"")', '(AMBIENCE#GENERAL, POSITIVE, ""Atmosphäre"")']"	The design and atmosphere is just as good.
997	Flaschen Wein sind billig und gut.	['(DRINKS#PRICES, POSITIVE)', '(DRINKS#QUALITY, POSITIVE)']	"['(DRINKS#PRICES, POSITIVE, ""Weinflaschen"")', '(DRINKS#QUALITY, POSITIVE, ""Weinflaschen"")']"	bottles of wine are cheap and good.
998	Was kann man sich mehr wünschen?	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""NULL"")']"	What more could you want?
999	Das Essen war wirklich furchtbar.	['(FOOD#QUALITY, NEGATIVE)']	"['(FOOD#QUALITY, NEGATIVE, ""Lebensmittel"")']"	The food was actually aweful.
1000	Ich bin nicht wählerisch - aber es war wirklich eklig.	['(FOOD#QUALITY, NEGATIVE)']	"['(FOOD#QUALITY, NEGATIVE, ""NULL"")']"	I'm not picky - but it was actually gross.
1001	Die Miesmuscheln waren das fischigste, was ich je gegessen habe, der Wolfsbarsch war fade, dem Ziegenkäsesalat fehlte der Ziegenkäse, die Penne mit Huhn hatten Gräten drin... Es war ekelhaft.	['(FOOD#QUALITY, NEGATIVE)', '(FOOD#QUALITY, NEGATIVE)', '(FOOD#QUALITY, NEGATIVE)', '(FOOD#QUALITY, NEGATIVE)', '(FOOD#QUALITY, NEGATIVE)']	"['(FOOD#QUALITY, NEGATIVE, ""Muscheln"")', '(FOOD#QUALITY, NEGATIVE, ""Seebarsch"")', '(FOOD#QUALITY, NEGATIVE, ""Ziegenkäsesalat"")', '(FOOD#QUALITY, NEGATIVE, ""Penne mit Huhn"")', '(FOOD#QUALITY, NEGATIVE, ""NULL"")']"	The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting.
1002	Nette Atmosphäre, die Bedienung war sehr angenehm und der Nachtisch war gut.	['(AMBIENCE#GENERAL, POSITIVE)', '(SERVICE#GENERAL, POSITIVE)', '(FOOD#QUALITY, POSITIVE)']	"['(AMBIENCE#GENERAL, POSITIVE, ""Atmosphäre"")', '(SERVICE#GENERAL, POSITIVE, ""Dienstleistung"")', '(FOOD#QUALITY, POSITIVE, ""Wüste"")']"	Nice atmosphere, the service was very pleasant and the desert was good.
1003	Ich würde es nicht zum Abendessen empfehlen!	['(RESTAURANT#GENERAL, NEGATIVE)']	"['(RESTAURANT#GENERAL, NEGATIVE, ""NULL"")']"	Wouldn't recomend it for dinner!
1004	Dies ist der perfekte Ort für ein Date für Paare in Williamsburg.	['(RESTAURANT#MISCELLANEOUS, POSITIVE)']	"['(RESTAURANT#MISCELLANEOUS, POSITIVE, ""NULL"")']"	This is the perfect date spot for Williamsburg couples.
1005	Die Jukebox spielt alles von der italienischen Oper bis zu The Strokes.	['(AMBIENCE#GENERAL, POSITIVE)']	"['(AMBIENCE#GENERAL, POSITIVE, ""Jukebox"")']"	The jukebox plays everything from Italian Opera to The Strokes.
1006	Das Essen ist fantastisch, reichhaltige Pasta und frische Pizza aus Teig.	['(FOOD#QUALITY, POSITIVE)', '(FOOD#STYLE_OPTIONS, POSITIVE)', '(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Lebensmittel"")', '(FOOD#STYLE_OPTIONS, POSITIVE, ""Nudeln"")', '(FOOD#QUALITY, POSITIVE, ""pizza"")']"	The food is amazing, rich pastas and fresh doughy pizza.
1007	Das Beste von allem ist die warme Atmosphäre, der Besitzer ist super freundlich und der Service ist schnell.	['(AMBIENCE#GENERAL, POSITIVE)', '(SERVICE#GENERAL, POSITIVE)', '(SERVICE#GENERAL, POSITIVE)']	"['(AMBIENCE#GENERAL, POSITIVE, ""Stimmung"")', '(SERVICE#GENERAL, POSITIVE, ""Eigentümer"")', '(SERVICE#GENERAL, POSITIVE, ""Dienstleistung"")']"	Best of all is the warm vibe, the owner is super friendly and service is fast.
1008	Wenn sie nur liefern würden, könnten sie viel Geld verdienen!	['(RESTAURANT#MISCELLANEOUS, NEUTRAL)']	"['(RESTAURANT#MISCELLANEOUS, NEUTRAL, ""NULL"")']"	If only they delivered, they'd make a mint!
1009	gehen Sie hierher wegen der Getränke!	['(DRINKS#QUALITY, POSITIVE)']	"['(DRINKS#QUALITY, POSITIVE, ""Getränke"")']"	go here for the drinks!
1010	die Getränke sind fantastisch und bis 20 Uhr zum halben Preis.	['(DRINKS#QUALITY, POSITIVE)', '(DRINKS#PRICES, POSITIVE)']	"['(DRINKS#QUALITY, POSITIVE, ""Getränke"")', '(DRINKS#PRICES, POSITIVE, ""Getränke"")']"	the drinks are amazing and half off till 8pm.
1011	Fragen Sie nach Usha, der nettesten Barkeeperin in Manhattan.	['(SERVICE#GENERAL, POSITIVE)']	"['(SERVICE#GENERAL, POSITIVE, ""Usha"")']"	Ask for Usha, the nicest bartender in manhattan.
1012	Mein Favorit war der freche Lassi...	['(DRINKS#QUALITY, POSITIVE)']	"['(DRINKS#QUALITY, POSITIVE, ""frecher Lassi"")']"	My fav was the sassy lassi...
1013	Dies ist ein wunderbarer Ort, um Roti-Rollen zu probieren.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Roti-Rollen"")']"	This is an amazing place to try some roti rolls.
1014	Ich kann die einfachen Unda-Rollen (Eierrollen) nur empfehlen.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Unda (Ei)-Rollen"")']"	I really recommend the very simple Unda (Egg) rolls.
1015	Delikate Gewürze, Zwiebeln, Eier und ein leckeres Roti.	['(FOOD#QUALITY, POSITIVE)', '(FOOD#QUALITY, POSITIVE)', '(FOOD#QUALITY, POSITIVE)', '(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Gewürze"")', '(FOOD#QUALITY, POSITIVE, ""Zwiebeln"")', '(FOOD#QUALITY, POSITIVE, ""Eier"")', '(FOOD#QUALITY, POSITIVE, ""roti"")']"	Delicate spices, onions, eggs and a kick-ass roti.
1016	Erstaunlich!	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""NULL"")']"	Amazing!
1017	Toons wurde vor kurzem renoviert und ist jetzt ein sehr attraktiver Ort.	['(AMBIENCE#GENERAL, POSITIVE)']	"['(AMBIENCE#GENERAL, POSITIVE, ""Toons"")']"	Toons has recently been redone, so it's now a very attractive space.
1018	Das Essen ist so gut wie immer.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Lebensmittel"")']"	The food's as good as ever.
1019	In einer Gegend, in der es leider kaum anständiges thailändisches Essen gibt, ist dies einer der besten Orte.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Thailändisches Essen"")']"	In an area sadly lacking in decent Thai food, this is one of the best spots.
1020	Wir waren gestern Abend hier - nette Einrichtung, guter Service, aber das Essen war überraschend gut.	['(AMBIENCE#GENERAL, POSITIVE)', '(SERVICE#GENERAL, POSITIVE)', '(FOOD#QUALITY, POSITIVE)']	"['(AMBIENCE#GENERAL, POSITIVE, ""Dekor"")', '(SERVICE#GENERAL, POSITIVE, ""Dienstleistung"")', '(FOOD#QUALITY, POSITIVE, ""Lebensmittel"")']"	Went here last night - nice decor, good service, but the food was surprisingly excellent.
1021	Die Portionen sind RIESIG, so dass es gut sein kann, für zwei Personen drei Dinge zum Teilen zu bestellen (statt einer Vorspeise und einem Hauptgericht pro Person).	['(FOOD#STYLE_OPTIONS, POSITIVE)']	"['(FOOD#STYLE_OPTIONS, POSITIVE, ""Portionen"")']"	The portions are HUGE, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.
1022	Ich kann es kaum erwarten, zurück zu gehen.	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""NULL"")']"	Can't wait to go back.
1023	Die besten Drumsticks mit Reis und saurer Suppe der Stadt!	['(FOOD#QUALITY, POSITIVE)', '(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Drumsticks auf Reis"")', '(FOOD#QUALITY, POSITIVE, ""sauer-würzige Suppe"")']"	Best drumsticks over rice and sour spicy soup in town!
1024	Auch die Rindfleischnudelsuppe ist gut.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Rindfleisch-Nudelsuppe"")']"	Beef noodle soup is good as well.
1025	Der Service ist gut und das Restaurant ist sauber.	['(SERVICE#GENERAL, POSITIVE)', '(AMBIENCE#GENERAL, POSITIVE)']	"['(SERVICE#GENERAL, POSITIVE, ""Dienstleistung"")', '(AMBIENCE#GENERAL, POSITIVE, ""Gaststätte"")']"	The service is good and the resturant is clean.
1026	Das beste taiwanesische Essen in NY!	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Taiwanesisches Essen"")']"	Best Taiwanese food in NY!
1027	Ich war in den letzten 3 Jahren bestimmt 15 Mal bei Rao's und es wird immer besser.	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""Rao\'s"")']"	I have been to Rao's probably 15 times the past 3 years and it keeps getting better.
1028	Denjenigen, die einmal hingehen und es nicht genießen, kann ich nur sagen, dass sie es einfach nicht kapieren.	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""NULL"")']"	For those that go once and don't enjoy it, all I can say is that they just don't get it.
1029	Das Rao's hat den besten Service und die beste Atmosphäre in NYC.	['(SERVICE#GENERAL, POSITIVE)', '(AMBIENCE#GENERAL, POSITIVE)']	"['(SERVICE#GENERAL, POSITIVE, ""Dienstleistung"")', '(AMBIENCE#GENERAL, POSITIVE, ""Atmosphäre"")']"	Rao's has the best service and atmosphere in NYC.
1030	Viel Glück bei der Suche nach einem Tisch.	['(RESTAURANT#MISCELLANEOUS, NEUTRAL)']	"['(RESTAURANT#MISCELLANEOUS, NEUTRAL, ""NULL"")']"	Good luck getting a table.
1031	Meine Mitbewohnerin und ich lieben diesen Ort.	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""Ort"")']"	My roommate and I LOVE this place.
1032	Wir haben uns vor kurzem entschlossen, dieses Lokal auszuprobieren, und zu unserer Freude gibt es dort Sitzgelegenheiten im Freien - perfekt, da ich meinen Yorkie dabei hatte.	['(AMBIENCE#GENERAL, POSITIVE)']	"['(AMBIENCE#GENERAL, POSITIVE, ""Außenbestuhlung"")']"	We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me.
1033	Der Innenraum war sehr gemütlich und niedlich.	['(AMBIENCE#GENERAL, POSITIVE)']	"['(AMBIENCE#GENERAL, POSITIVE, ""Innenbereich"")']"	Indoor was very cozy and cute.
1034	Die Portionen hier sind riesig, und das Sushi ist gut.	['(FOOD#STYLE_OPTIONS, POSITIVE)', '(FOOD#QUALITY, POSITIVE)']	"['(FOOD#STYLE_OPTIONS, POSITIVE, ""Anteil"")', '(FOOD#QUALITY, POSITIVE, ""Sushi"")']"	The portion sizes here are huge, and the sushi is good.
1035	Das Personal ist sehr zuvorkommend.	['(SERVICE#GENERAL, POSITIVE)']	"['(SERVICE#GENERAL, POSITIVE, ""Personal"")']"	Staff is very accomodating.
1036	Hervorragende Knödel, serviert in einem sauberen, schicken Ambiente.	['(FOOD#QUALITY, POSITIVE)', '(AMBIENCE#GENERAL, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Knödel"")', '(AMBIENCE#GENERAL, POSITIVE, ""Dekor"")']"	Excellent dumplings served amid clean, chic decor.
1037	Ich habe die 10-teilige Dim-Sum-Kombination für 10 Dollar bestellt, von der jeder Bissen großartig war.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""10-teilige Dim-Sum-Kombination für $10"")']"	I got the $10 10-piece dim sum combo, every bite of which was great.
1038	Aber 1 Dollar für jedes kleine Stück???	['(FOOD#PRICES, NEGATIVE)']	"['(FOOD#PRICES, NEGATIVE, ""NULL"")']"	But $1 for each small piece???
1039	Das ist es nicht wert.	['(FOOD#PRICES, NEGATIVE)']	"['(FOOD#PRICES, NEGATIVE, ""NULL"")']"	Not worth it.
1040	Ich werde nicht zurückgehen, es sei denn, jemand anderes zahlt die Rechnung.	['(RESTAURANT#GENERAL, NEGATIVE)', '(RESTAURANT#PRICES, NEGATIVE)']	"['(RESTAURANT#GENERAL, NEGATIVE, ""NULL"")', '(RESTAURANT#PRICES, NEGATIVE, ""NULL"")']"	I won't go back unless someone else is footing the bill.
1041	Die Einrichtung ist sehr einfach, aber gemütlich.	['(AMBIENCE#GENERAL, POSITIVE)']	"['(AMBIENCE#GENERAL, POSITIVE, ""Dekor"")']"	The decor is very simple but comfortable.
1042	Das Essen war köstlich, aber man sollte nicht mit leerem Magen herkommen.	['(FOOD#QUALITY, POSITIVE)', '(FOOD#STYLE_OPTIONS, NEGATIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Lebensmittel"")', '(FOOD#STYLE_OPTIONS, NEGATIVE, ""Lebensmittel"")']"	The food was delicious but do not come here on a empty stomach.
1043	Die Portionen sind klein, aber da das Essen so gut war, macht das alles wieder wett.	['(FOOD#STYLE_OPTIONS, NEGATIVE)', '(FOOD#QUALITY, POSITIVE)']	"['(FOOD#STYLE_OPTIONS, NEGATIVE, ""Portionen"")', '(FOOD#QUALITY, POSITIVE, ""Lebensmittel"")']"	The portions are small but being that the food was so good makes up for that.
1044	Sie müssen unbedingt die Krabbenfleisch-Lasagne essen, die nicht von dieser Welt ist, und den Schokoladenbrotpudding zum Nachtisch.	['(FOOD#QUALITY, POSITIVE)', '(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Krabbenfleisch-Lasagne"")', '(FOOD#QUALITY, POSITIVE, ""Schokoladenbrotpudding"")']"	You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.
1045	Das Personal dort ist sehr aufmerksam und bodenständig.	['(SERVICE#GENERAL, POSITIVE)']	"['(SERVICE#GENERAL, POSITIVE, ""Mitarbeiter"")']"	The staff there is very attentive and down to earth.
1046	Ich fand es toll und würde es wieder tun.	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""NULL"")']"	I loved it and would go again.
1047	Großartiges indisches Essen und ein unglaublicher Service.	['(FOOD#QUALITY, POSITIVE)', '(SERVICE#GENERAL, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Indisches Essen"")', '(SERVICE#GENERAL, POSITIVE, ""Dienstleistung"")']"	Great Indian food and the service is incredible.
1048	Der Eigentümer geht wirklich auf alle Ihre Bedürfnisse ein.	['(SERVICE#GENERAL, POSITIVE)']	"['(SERVICE#GENERAL, POSITIVE, ""Eigentümer"")']"	The owner truly caters to all your needs.
1049	Wenn die Familie kam, gab er ihnen Apps, um ihren Gaumen zu testen, und bestellte dann für sie.	['(SERVICE#GENERAL, POSITIVE)']	"['(SERVICE#GENERAL, POSITIVE, ""NULL"")']"	When family came in he gave them apps to test their palets, and then ordered for them.
1050	Alle waren mit seiner Wahl mehr als zufrieden.	['(SERVICE#GENERAL, POSITIVE)']	"['(SERVICE#GENERAL, POSITIVE, ""NULL"")']"	Everyone was more then happy with his choices.
1051	Das Essen ist hervorragend und die Preise sind sehr günstig.	['(FOOD#QUALITY, POSITIVE)', '(RESTAURANT#PRICES, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Lebensmittel"")', '(RESTAURANT#PRICES, POSITIVE, ""NULL"")']"	Great food and the prices are very reasonable.
1052	Das Essen hier macht dem Namen alle Ehre (kantonesisch ist das...).	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Lebensmittel"")']"	The food here does a great service to the name (Cantonese that is...).
1053	Ich habe mich in die Eiernudeln in Rinderbrühe mit Garnelenknödeln und Scheiben von gebratenem Schweinefleisch vom Grill verliebt.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Eiernudeln in Rinderbrühe mit Garnelenknödeln und Scheiben vom BBQ-Schweinebraten"")']"	I fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork.
1054	Dieses Gericht ist mein Lieblingsgericht, das ich immer esse, wenn ich dorthin gehe, und ich werde es nie satt.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Gericht"")']"	This dish is my favorite and I always get it when I go there and never get tired of it.
1055	Probieren Sie den Congee und den donutähnlichen, frittierten Teig namens Ow Ley Soh, ein köstliches, süßes Brot.	['(FOOD#QUALITY, POSITIVE)', '(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Congee"")', '(FOOD#QUALITY, POSITIVE, ""Ow Ley Soh"")']"	Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.
1056	Einfach gut schmeckendes chinesisches Essen zu unglaublichen Preisen...	['(FOOD#QUALITY, POSITIVE)', '(FOOD#PRICES, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Chinesisches Essen"")', '(FOOD#PRICES, POSITIVE, ""Chinesisches Essen"")']"	Simply some good tasting Chinese food at incredible prices...
1057	Der Service ist nicht das, wofür Sie hierher kommen...	['(SERVICE#GENERAL, NEGATIVE)']	"['(SERVICE#GENERAL, NEGATIVE, ""Dienst"")']"	Service is not what you are coming here for...
1058	Big Wong ist ein großartiger Ort, um zu essen und sich den Bauch vollzuschlagen.	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""Big Wong"")']"	Big Wong is a great place to eat and fill your stomach.
1059	Wer auch immer das Jazz-Duo war, es war einfach PUNKT.	['(AMBIENCE#GENERAL, POSITIVE)']	"['(AMBIENCE#GENERAL, POSITIVE, ""Jazz-Duo"")']"	whoever the jazz duo was, they were on POINT.
