id	text	labels	labels_phrases	original_text
1002	Ambiance sympathique, service très agréable et bon désert.	['(AMBIENCE#GENERAL, POSITIVE)', '(SERVICE#GENERAL, POSITIVE)', '(FOOD#QUALITY, POSITIVE)']	"['(AMBIENCE#GENERAL, POSITIVE, ""atmosphère"")', '(SERVICE#GENERAL, POSITIVE, ""service"")', '(FOOD#QUALITY, POSITIVE, ""désert"")']"	Nice atmosphere, the service was very pleasant and the desert was good.
1003	Je ne le recommanderais pas pour le dîner !	['(RESTAURANT#GENERAL, NEGATIVE)']	"['(RESTAURANT#GENERAL, NEGATIVE, ""NULL"")']"	Wouldn't recomend it for dinner!
1004	C'est l'endroit idéal pour les couples de Williamsburg.	['(RESTAURANT#MISCELLANEOUS, POSITIVE)']	"['(RESTAURANT#MISCELLANEOUS, POSITIVE, ""NULL"")']"	This is the perfect date spot for Williamsburg couples.
1005	Le juke-box joue de tout, de l'opéra italien à The Strokes.	['(AMBIENCE#GENERAL, POSITIVE)']	"['(AMBIENCE#GENERAL, POSITIVE, ""juke-box"")']"	The jukebox plays everything from Italian Opera to The Strokes.
1006	La nourriture est incroyable, avec des pâtes riches et des pizzas à la pâte fraîche.	['(FOOD#QUALITY, POSITIVE)', '(FOOD#STYLE_OPTIONS, POSITIVE)', '(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""nourriture"")', '(FOOD#STYLE_OPTIONS, POSITIVE, ""pâtes"")', '(FOOD#QUALITY, POSITIVE, ""pizza"")']"	The food is amazing, rich pastas and fresh doughy pizza.
1007	L'ambiance est chaleureuse, le propriétaire est très sympathique et le service est rapide.	['(AMBIENCE#GENERAL, POSITIVE)', '(SERVICE#GENERAL, POSITIVE)', '(SERVICE#GENERAL, POSITIVE)']	"['(AMBIENCE#GENERAL, POSITIVE, ""vibrer"")', '(SERVICE#GENERAL, POSITIVE, ""propriétaire"")', '(SERVICE#GENERAL, POSITIVE, ""service"")']"	Best of all is the warm vibe, the owner is super friendly and service is fast.
1008	Si seulement ils livraient, ils gagneraient beaucoup d'argent !	['(RESTAURANT#MISCELLANEOUS, NEUTRAL)']	"['(RESTAURANT#MISCELLANEOUS, NEUTRAL, ""NULL"")']"	If only they delivered, they'd make a mint!
1009	pour les boissons !	['(DRINKS#QUALITY, POSITIVE)']	"['(DRINKS#QUALITY, POSITIVE, ""boissons"")']"	go here for the drinks!
1010	les boissons sont incroyables et à moitié prix jusqu'à 20h.	['(DRINKS#QUALITY, POSITIVE)', '(DRINKS#PRICES, POSITIVE)']	"['(DRINKS#QUALITY, POSITIVE, ""boissons"")', '(DRINKS#PRICES, POSITIVE, ""boissons"")']"	the drinks are amazing and half off till 8pm.
1011	Demandez Usha, le barman le plus sympathique de Manhattan.	['(SERVICE#GENERAL, POSITIVE)']	"['(SERVICE#GENERAL, POSITIVE, ""Usha"")']"	Ask for Usha, the nicest bartender in manhattan.
1012	Mon plat préféré était le sassy lassi...	['(DRINKS#QUALITY, POSITIVE)']	"['(DRINKS#QUALITY, POSITIVE, ""lassi insolent"")']"	My fav was the sassy lassi...
1013	C'est l'endroit idéal pour déguster des rouleaux de roti.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""rouleaux de roti"")']"	This is an amazing place to try some roti rolls.
1014	Je recommande vivement les rouleaux d'Unda (œufs), très simples.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Rouleaux d\'Unda (œufs)"")']"	I really recommend the very simple Unda (Egg) rolls.
1015	Des épices délicates, des oignons, des œufs et un roti qui déchire.	['(FOOD#QUALITY, POSITIVE)', '(FOOD#QUALITY, POSITIVE)', '(FOOD#QUALITY, POSITIVE)', '(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""épices"")', '(FOOD#QUALITY, POSITIVE, ""oignons"")', '(FOOD#QUALITY, POSITIVE, ""œufs"")', '(FOOD#QUALITY, POSITIVE, ""roti"")']"	Delicate spices, onions, eggs and a kick-ass roti.
1016	Incroyable !	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""NULL"")']"	Amazing!
1017	Toons a été récemment rénové, ce qui en fait un espace très attrayant.	['(AMBIENCE#GENERAL, POSITIVE)']	"['(AMBIENCE#GENERAL, POSITIVE, ""Toons"")']"	Toons has recently been redone, so it's now a very attractive space.
1018	La nourriture est toujours aussi bonne.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""nourriture"")']"	The food's as good as ever.
1019	Dans une région qui manque cruellement de nourriture thaïlandaise décente, c'est l'un des meilleurs endroits.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Cuisine thaïlandaise"")']"	In an area sadly lacking in decent Thai food, this is one of the best spots.
1020	J'y suis allé hier soir - beau décor, bon service, mais la nourriture était étonnamment excellente.	['(AMBIENCE#GENERAL, POSITIVE)', '(SERVICE#GENERAL, POSITIVE)', '(FOOD#QUALITY, POSITIVE)']	"['(AMBIENCE#GENERAL, POSITIVE, ""décor"")', '(SERVICE#GENERAL, POSITIVE, ""service"")', '(FOOD#QUALITY, POSITIVE, ""nourriture"")']"	Went here last night - nice decor, good service, but the food was surprisingly excellent.
1021	Les portions sont ENORMES, il peut donc être judicieux de commander trois choses à partager (plutôt qu'une entrée et un plat par personne) pour deux personnes.	['(FOOD#STYLE_OPTIONS, POSITIVE)']	"['(FOOD#STYLE_OPTIONS, POSITIVE, ""portions"")']"	The portions are HUGE, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.
1022	J'ai hâte d'y retourner.	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""NULL"")']"	Can't wait to go back.
1023	Les meilleurs pilons sur riz et la meilleure soupe aigre et épicée de la ville !	['(FOOD#QUALITY, POSITIVE)', '(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""pilons sur riz"")', '(FOOD#QUALITY, POSITIVE, ""soupe aigre et épicée"")']"	Best drumsticks over rice and sour spicy soup in town!
1024	La soupe de nouilles au bœuf est également bonne.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Soupe de nouilles au bœuf"")']"	Beef noodle soup is good as well.
1025	Le service est bon et le restaurant est propre.	['(SERVICE#GENERAL, POSITIVE)', '(AMBIENCE#GENERAL, POSITIVE)']	"['(SERVICE#GENERAL, POSITIVE, ""service"")', '(AMBIENCE#GENERAL, POSITIVE, ""restaurant"")']"	The service is good and the resturant is clean.
1026	La meilleure cuisine taïwanaise de New York !	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Nourriture taïwanaise"")']"	Best Taiwanese food in NY!
1027	J'ai été chez Rao's probablement 15 fois au cours des 3 dernières années et il ne cesse de s'améliorer.	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""Rao\'s"")']"	I have been to Rao's probably 15 times the past 3 years and it keeps getting better.
1028	Pour ceux qui y vont une fois et n'apprécient pas, tout ce que je peux dire, c'est qu'ils ne comprennent tout simplement pas.	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""NULL"")']"	For those that go once and don't enjoy it, all I can say is that they just don't get it.
1029	Rao's offre le meilleur service et la meilleure ambiance de New York.	['(SERVICE#GENERAL, POSITIVE)', '(AMBIENCE#GENERAL, POSITIVE)']	"['(SERVICE#GENERAL, POSITIVE, ""service"")', '(AMBIENCE#GENERAL, POSITIVE, ""atmosphère"")']"	Rao's has the best service and atmosphere in NYC.
1030	Bonne chance pour obtenir une table.	['(RESTAURANT#MISCELLANEOUS, NEUTRAL)']	"['(RESTAURANT#MISCELLANEOUS, NEUTRAL, ""NULL"")']"	Good luck getting a table.
1031	Mon colocataire et moi adorons cet endroit.	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""lieu"")']"	My roommate and I LOVE this place.
1032	Nous avons récemment décidé d'essayer cet endroit et, pour notre plus grand plaisir, il y a des places à l'extérieur, ce qui est parfait puisque j'avais mon yorkshire avec moi.	['(AMBIENCE#GENERAL, POSITIVE)']	"['(AMBIENCE#GENERAL, POSITIVE, ""sièges extérieurs"")']"	We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me.
1033	L'intérieur était très confortable et mignon.	['(AMBIENCE#GENERAL, POSITIVE)']	"['(AMBIENCE#GENERAL, POSITIVE, ""Intérieur"")']"	Indoor was very cozy and cute.
1034	Les portions sont énormes et les sushis sont bons.	['(FOOD#STYLE_OPTIONS, POSITIVE)', '(FOOD#QUALITY, POSITIVE)']	"['(FOOD#STYLE_OPTIONS, POSITIVE, ""partie"")', '(FOOD#QUALITY, POSITIVE, ""sushi"")']"	The portion sizes here are huge, and the sushi is good.
1035	Le personnel est très accommodant.	['(SERVICE#GENERAL, POSITIVE)']	"['(SERVICE#GENERAL, POSITIVE, ""Personnel"")']"	Staff is very accomodating.
1036	Excellentes boulettes de pâte servies dans un décor propre et chic.	['(FOOD#QUALITY, POSITIVE)', '(AMBIENCE#GENERAL, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""boulettes"")', '(AMBIENCE#GENERAL, POSITIVE, ""décor"")']"	Excellent dumplings served amid clean, chic decor.
1037	J'ai pris le combo de 10 dim sum à 10 $, dont chaque bouchée était excellente.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""10 $ 10 pièces dim sum combo"")']"	I got the $10 10-piece dim sum combo, every bite of which was great.
1038	Mais 1 $ pour chaque petit morceau ???	['(FOOD#PRICES, NEGATIVE)']	"['(FOOD#PRICES, NEGATIVE, ""NULL"")']"	But $1 for each small piece???
1039	Cela n'en vaut pas la peine.	['(FOOD#PRICES, NEGATIVE)']	"['(FOOD#PRICES, NEGATIVE, ""NULL"")']"	Not worth it.
1040	Je n'y retournerai pas à moins que quelqu'un d'autre ne paie la facture.	['(RESTAURANT#GENERAL, NEGATIVE)', '(RESTAURANT#PRICES, NEGATIVE)']	"['(RESTAURANT#GENERAL, NEGATIVE, ""NULL"")', '(RESTAURANT#PRICES, NEGATIVE, ""NULL"")']"	I won't go back unless someone else is footing the bill.
1041	Le décor est très simple mais confortable.	['(AMBIENCE#GENERAL, POSITIVE)']	"['(AMBIENCE#GENERAL, POSITIVE, ""décor"")']"	The decor is very simple but comfortable.
1042	La nourriture était délicieuse, mais ne venez pas ici l'estomac vide.	['(FOOD#QUALITY, POSITIVE)', '(FOOD#STYLE_OPTIONS, NEGATIVE)']	"['(FOOD#QUALITY, POSITIVE, ""nourriture"")', '(FOOD#STYLE_OPTIONS, NEGATIVE, ""nourriture"")']"	The food was delicious but do not come here on a empty stomach.
1043	Les portions sont petites, mais le fait que la nourriture soit si bonne compense ce manque.	['(FOOD#STYLE_OPTIONS, NEGATIVE)', '(FOOD#QUALITY, POSITIVE)']	"['(FOOD#STYLE_OPTIONS, NEGATIVE, ""portions"")', '(FOOD#QUALITY, POSITIVE, ""nourriture"")']"	The portions are small but being that the food was so good makes up for that.
1044	Il faut absolument goûter aux lasagnes à la chair de crabe, qui sont extraordinaires, et au pudding au chocolat pour le dessert.	['(FOOD#QUALITY, POSITIVE)', '(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""lasagnes à la viande de crabe"")', '(FOOD#QUALITY, POSITIVE, ""pudding au chocolat"")']"	You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.
1045	Le personnel y est très attentif et terre à terre.	['(SERVICE#GENERAL, POSITIVE)']	"['(SERVICE#GENERAL, POSITIVE, ""le personnel"")']"	The staff there is very attentive and down to earth.
1046	J'ai adoré et j'y retournerai.	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""NULL"")']"	I loved it and would go again.
1047	Excellente cuisine indienne et service impeccable.	['(FOOD#QUALITY, POSITIVE)', '(SERVICE#GENERAL, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Cuisine indienne"")', '(SERVICE#GENERAL, POSITIVE, ""service"")']"	Great Indian food and the service is incredible.
1048	Le propriétaire répond vraiment à tous vos besoins.	['(SERVICE#GENERAL, POSITIVE)']	"['(SERVICE#GENERAL, POSITIVE, ""propriétaire"")']"	The owner truly caters to all your needs.
1049	Lorsque les membres de la famille arrivaient, il leur donnait des applications pour tester leur palais, puis commandait pour eux.	['(SERVICE#GENERAL, POSITIVE)']	"['(SERVICE#GENERAL, POSITIVE, ""NULL"")']"	When family came in he gave them apps to test their palets, and then ordered for them.
1050	Tout le monde était plus que satisfait de ses choix.	['(SERVICE#GENERAL, POSITIVE)']	"['(SERVICE#GENERAL, POSITIVE, ""NULL"")']"	Everyone was more then happy with his choices.
1051	La nourriture est excellente et les prix sont très raisonnables.	['(FOOD#QUALITY, POSITIVE)', '(RESTAURANT#PRICES, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""nourriture"")', '(RESTAURANT#PRICES, POSITIVE, ""NULL"")']"	Great food and the prices are very reasonable.
1052	La nourriture ici fait honneur au nom (cantonais, donc...).	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""nourriture"")']"	The food here does a great service to the name (Cantonese that is...).
1053	J'ai craqué pour les nouilles aux œufs dans le bouillon de bœuf avec des boulettes de crevettes et des tranches de rôti de porc BBQ.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""nouilles aux œufs dans le bouillon de bœuf avec des boulettes de crevettes et des tranches de rôti de porc BBQ"")']"	I fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork.
1054	Ce plat est mon préféré et je le prends toujours quand je vais là-bas et je ne m'en lasse jamais.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""plat"")']"	This dish is my favorite and I always get it when I go there and never get tired of it.
1055	Goûtez au congee et à la pâte frite semblable à un beignet qu'ils appellent Ow Ley Soh, un pain délicieux et sucré.	['(FOOD#QUALITY, POSITIVE)', '(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""congee"")', '(FOOD#QUALITY, POSITIVE, ""Ow Ley Soh"")']"	Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.
1056	Tout simplement de la bonne cuisine chinoise à des prix incroyables...	['(FOOD#QUALITY, POSITIVE)', '(FOOD#PRICES, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Cuisine chinoise"")', '(FOOD#PRICES, POSITIVE, ""Cuisine chinoise"")']"	Simply some good tasting Chinese food at incredible prices...
1057	Le service n'est pas la raison pour laquelle vous venez ici...	['(SERVICE#GENERAL, NEGATIVE)']	"['(SERVICE#GENERAL, NEGATIVE, ""Service"")']"	Service is not what you are coming here for...
1058	Big Wong est un endroit idéal pour manger et se remplir l'estomac.	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""Big Wong"")']"	Big Wong is a great place to eat and fill your stomach.
1059	Quel que soit le duo de jazz, il était à la hauteur.	['(AMBIENCE#GENERAL, POSITIVE)']	"['(AMBIENCE#GENERAL, POSITIVE, ""duo de jazz"")']"	whoever the jazz duo was, they were on POINT.
1060	bonne musique, bonne cuisine, service rapide, prix abordables.	['(AMBIENCE#GENERAL, POSITIVE)', '(FOOD#QUALITY, POSITIVE)', '(SERVICE#GENERAL, POSITIVE)', '(RESTAURANT#PRICES, POSITIVE)']	"['(AMBIENCE#GENERAL, POSITIVE, ""musique"")', '(FOOD#QUALITY, POSITIVE, ""nourriture"")', '(SERVICE#GENERAL, POSITIVE, ""service"")', '(RESTAURANT#PRICES, POSITIVE, ""NULL"")']"	good music, great food, speedy service affordable prices.
1061	Même le vin au verre était bon.	['(DRINKS#QUALITY, POSITIVE)']	"['(DRINKS#QUALITY, POSITIVE, ""vin au verre"")']"	even the wine by the glass was good.
1062	C'est un peu excentré si vous n'habitez pas dans le quartier, mais cela vaut vraiment la peine de s'y rendre, où que vous soyez.	['(LOCATION#GENERAL, NEUTRAL)', '(RESTAURANT#GENERAL, POSITIVE)']	"['(LOCATION#GENERAL, NEUTRAL, ""NULL"")', '(RESTAURANT#GENERAL, POSITIVE, ""NULL"")']"	its a little out of the way if you don't live in the neighborhood, but definitely worth the trip from wherever you are.
1063	Des tapas japonaises toujours excellentes.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Tapas japonais"")']"	Consistently good Japanese Tapas.
1064	Toujours de bonnes boissons et le service est assez bon ;	['(DRINKS#QUALITY, POSITIVE)', '(SERVICE#GENERAL, POSITIVE)']	"['(DRINKS#QUALITY, POSITIVE, ""boissons"")', '(SERVICE#GENERAL, POSITIVE, ""service"")']"	Always good drinks and service is pretty good;
1065	L'ambiance est agréable et détendue...	['(AMBIENCE#GENERAL, POSITIVE)']	"['(AMBIENCE#GENERAL, POSITIVE, ""Atmosphère"")']"	Atmosphere is nice and relaxed too...
1066	Un endroit idéal pour se retrouver autour d'un verre ou d'un repas...  	['(RESTAURANT#MISCELLANEOUS, POSITIVE)']	"['(RESTAURANT#MISCELLANEOUS, POSITIVE, ""lieu"")']"	A great place to meet up for some food and drinks...  
1067	Les yakitori (viandes grillées au barbecue) sont également délicieux.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Yakitori (viandes bbq)"")']"	Yakitori (bbq meats) is tasty too.
1068	Si vous n'avez rien contre le poisson de mauvaise qualité prétranché, le personnel peu aimable et un chef sushi qui a l'air d'être malheureux, c'est l'endroit idéal.	['(FOOD#QUALITY, NEGATIVE)', '(SERVICE#GENERAL, NEGATIVE)', '(RESTAURANT#MISCELLANEOUS, NEGATIVE)']	"['(FOOD#QUALITY, NEGATIVE, ""poisson"")', '(SERVICE#GENERAL, NEGATIVE, ""le personnel"")', '(RESTAURANT#MISCELLANEOUS, NEGATIVE, ""chef sushi"")']"	If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.
1069	Le prix et la qualité du poisson à eux seuls nous empêcheront de revenir.	['(FOOD#PRICES, NEGATIVE)', '(FOOD#QUALITY, NEGATIVE)', '(RESTAURANT#GENERAL, NEGATIVE)']	"['(FOOD#PRICES, NEGATIVE, ""poisson"")', '(FOOD#QUALITY, NEGATIVE, ""poisson"")', '(RESTAURANT#GENERAL, NEGATIVE, ""NULL"")']"	Price and quality of fish alone will keep us from making a return visit.
1070	Alors que nous étions assis au bar à sushis, nous avons vu le chef faire tomber accidentellement un morceau d'Unagi sur le sol et, après l'avoir récupéré, l'utiliser dans la commande qu'il était en train de préparer.	['(FOOD#QUALITY, NEGATIVE)']	"['(FOOD#QUALITY, NEGATIVE, ""chef"")']"	Wasn't going to share but I feel obligated...while sitting at the sushi bar dining we watched the chef accidentally drop a piece of Unagi on the floor and upon retrieving it from the floor proceed to use the piece in the delivery order he was preparing.
1071	Non merci !!!	['(RESTAURANT#GENERAL, NEGATIVE)']	"['(RESTAURANT#GENERAL, NEGATIVE, ""NULL"")']"	No thanks!!!
1072	Cet endroit, qui n'existe que depuis quelques mois, est peut-être le plus grand secret du Queens !	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""lieu"")']"	This place, which is only a few months old, is perhaps Queens' biggest secret!
1073	Décor fabuleux - on a l'impression d'être dans un restaurant branché de Manhattan, très très bonne nourriture, prix abordables, personnel généralement sympathique, et si vous êtes un habitant de Manhattan, ou si vous passez la plupart de votre temps à Manhattan, vous vous sentirez chez vous sur Rice Avenue.....tout Soho/Village/Upper West Side sans les prix élevés et la clientèle prétentieuse.....tout sur Roosevelt Avenue !	['(AMBIENCE#GENERAL, POSITIVE)', '(FOOD#QUALITY, POSITIVE)', '(FOOD#PRICES, POSITIVE)', '(SERVICE#GENERAL, POSITIVE)', '(AMBIENCE#GENERAL, POSITIVE)', '(LOCATION#GENERAL, POSITIVE)', '(RESTAURANT#PRICES, POSITIVE)']	"['(AMBIENCE#GENERAL, POSITIVE, ""décor"")', '(FOOD#QUALITY, POSITIVE, ""nourriture"")', '(FOOD#PRICES, POSITIVE, ""nourriture"")', '(SERVICE#GENERAL, POSITIVE, ""le personnel"")', '(AMBIENCE#GENERAL, POSITIVE, ""Avenue Rice"")', '(LOCATION#GENERAL, POSITIVE, ""Avenue Rice"")', '(RESTAURANT#PRICES, POSITIVE, ""Avenue Rice"")']"	Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!
1074	Nous étions assis à l'extérieur et le serveur a renversé du vin rouge et du thé chaud sur moi et ma compagne.	['(SERVICE#GENERAL, NEGATIVE)']	"['(SERVICE#GENERAL, NEGATIVE, ""serveur"")']"	We were seated outside and the waiter spilled red wine and hot tea on myself and my date.
1075	On nous a ensuite fait rentrer à l'intérieur.	['(SERVICE#GENERAL, NEGATIVE)']	"['(SERVICE#GENERAL, NEGATIVE, ""NULL"")']"	We were then shooed inside.
1076	On aurait pu penser que nous aurions eu droit à des excuses ou à des boissons gratuites - au lieu de cela, nous avons eu droit à un serveur snob qui n'a même pas pris notre commande pendant 15 minutes et qui nous a donné des lèvres lorsque nous lui avons demandé de le faire.	['(SERVICE#GENERAL, NEGATIVE)']	"['(SERVICE#GENERAL, NEGATIVE, ""serveur"")']"	One would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.
1077	Nous sommes partis pour ne plus jamais revenir.	['(RESTAURANT#GENERAL, NEGATIVE)']	"['(RESTAURANT#GENERAL, NEGATIVE, ""NULL"")']"	We left, never to return.
1078	Avec tant de bons restaurants sur l'UWS, je n'ai pas besoin d'une nourriture hors de prix, d'un personnel de service absurde et arrogant qui ne reconnaît pas qu'il travaille dans un simple restaurant, d'un service maladroit et d'une direction qui ne se soucie pas des autres.	['(FOOD#PRICES, NEGATIVE)', '(SERVICE#GENERAL, NEGATIVE)', '(SERVICE#GENERAL, NEGATIVE)', '(SERVICE#GENERAL, NEGATIVE)']	"['(FOOD#PRICES, NEGATIVE, ""nourriture"")', '(SERVICE#GENERAL, NEGATIVE, ""personnel de service"")', '(SERVICE#GENERAL, NEGATIVE, ""service"")', '(SERVICE#GENERAL, NEGATIVE, ""gestion"")']"	With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.
1079	Je suis relativement nouveau dans le quartier et j'ai essayé Pick a bgel sur la 2ème et j'ai été déçu par le service et j'ai pensé que la nourriture était exagérée et du côté des prix.	['(SERVICE#GENERAL, NEGATIVE)', '(FOOD#PRICES, NEGATIVE)', '(FOOD#QUALITY, NEGATIVE)']	"['(SERVICE#GENERAL, NEGATIVE, ""service"")', '(FOOD#PRICES, NEGATIVE, ""nourriture"")', '(FOOD#QUALITY, NEGATIVE, ""nourriture"")']"	I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.
1080	La nourriture est correcte et les prix sont médiocres.	['(FOOD#QUALITY, NEUTRAL)', '(RESTAURANT#PRICES, NEUTRAL)']	"['(FOOD#QUALITY, NEUTRAL, ""nourriture"")', '(RESTAURANT#PRICES, NEUTRAL, ""NULL"")']"	The food is okay and the prices here are mediocre.
1081	Baluchi's propose une cuisine solide et un décor agréable à des prix raisonnables.	['(FOOD#QUALITY, POSITIVE)', '(AMBIENCE#GENERAL, POSITIVE)', '(RESTAURANT#PRICES, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""nourriture"")', '(AMBIENCE#GENERAL, POSITIVE, ""décor"")', '(RESTAURANT#PRICES, POSITIVE, ""Baluchi\'s"")']"	Baluchi's has solid food and a nice decor at reasonable prices.
1082	Le seul problème est que le directeur est un parfait incompétent.	['(SERVICE#GENERAL, NEGATIVE)']	"['(SERVICE#GENERAL, NEGATIVE, ""gestionnaire"")']"	The only problem is that the manager is a complete incompetent.
1083	Il offre un service médiocre et n'a aucune personnalité.	['(SERVICE#GENERAL, NEGATIVE)']	"['(SERVICE#GENERAL, NEGATIVE, ""service"")']"	He offers subpar service and has no personality.
1084	En fait, il semble qu'il va devenir fou d'un moment à l'autre.	['(SERVICE#GENERAL, NEGATIVE)']	"['(SERVICE#GENERAL, NEGATIVE, ""NULL"")']"	In fact, it appears he is going to go postal at any moment.
1085	Il n'y a aucune excuse pour un service aussi médiocre !	['(SERVICE#GENERAL, NEGATIVE)']	"['(SERVICE#GENERAL, NEGATIVE, ""service"")']"	There is no excuse for such lousy service!
1086	Je n'avais encore jamais mangé 40 pièces d'un nigiri relativement bon.	['(FOOD#QUALITY, NEUTRAL)']	"['(FOOD#QUALITY, NEUTRAL, ""nigiri"")']"	I have never before eaten 40 pieces of relatively good nigiri.
1087	Vous pouvez le faire ici.	['(FOOD#STYLE_OPTIONS, POSITIVE)']	"['(FOOD#STYLE_OPTIONS, POSITIVE, ""NULL"")']"	You can do it here.
1088	Le prix de 20 dollars pour des sushis à volonté est imbattable.	['(FOOD#PRICES, POSITIVE)']	"['(FOOD#PRICES, POSITIVE, ""sushis à volonté"")']"	$20 for all you can eat sushi cannot be beaten.
1089	Je suis allée à Areo un dimanche après-midi avec quatre de mes amies, et j'y ai passé trois heures agréables.	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""Areo"")']"	I went to Areo on a Sunday afternoon with four of my girlfriends, and spent three enjoyable hours there.
1090	La plupart des serveurs sont très attentifs, aimables et plutôt séduisants.	['(SERVICE#GENERAL, POSITIVE)']	"['(SERVICE#GENERAL, POSITIVE, ""serveurs"")']"	Most of the servers are very attentive, friendly and quite attractive.
1091	L'ambiance est très détendue et confortable, le service était excellent et la nourriture était excellente !	['(AMBIENCE#GENERAL, POSITIVE)', '(SERVICE#GENERAL, POSITIVE)', '(FOOD#QUALITY, POSITIVE)']	"['(AMBIENCE#GENERAL, POSITIVE, ""vibrer"")', '(SERVICE#GENERAL, POSITIVE, ""service"")', '(FOOD#QUALITY, POSITIVE, ""nourriture"")']"	The vibe is very relaxed and cozy, service was great and the food was excellent!
1092	Mes filles et moi y retournerons sans aucun doute.	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""NULL"")']"	Me and my girls will definitely go back.
1093	La nourriture était bonne et la vue sur le ciel de la ville de New York était superbe, même par un jour de pluie brumeuse comme celui où j'y suis allé.	['(FOOD#QUALITY, POSITIVE)', '(LOCATION#GENERAL, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Alimentation"")', '(LOCATION#GENERAL, POSITIVE, ""vue de la ville de new york skiline"")']"	Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.
1094	Je recommande vivement de demander une table près de la fenêtre.	['(LOCATION#GENERAL, POSITIVE)']	"['(LOCATION#GENERAL, POSITIVE, ""NULL"")']"	I would highly recommand requesting a table by the window.
